RA_cms_cyr,RA_cms_cmn,RA_cms_cmx,RA_SO,RA_dm,RA_lm,RA_xam2,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,tmp_dc_uyr,pre_mm_cyr,pre_mm_cdi,pre_mm_uyr,aet_mm_cyr,aet_mm_cdi,aet_mm_uyr,cmi_ix_cyr,cmi_ix_cdi,cmi_ix_uyr,snw_pc_cyr,snw_pc_cmx,snw_pc_uyr,for_pc_cse,for_pc_use,crp_pc_cse,crp_pc_use,pst_pc_cse,pst_pc_use,ire_pc_cse,ire_pc_use,gla_pc_cse,gla_pc_use,prm_pc_cse,prm_pc_use,pac_pc_cse,pac_pc_use,cly_pc_cav,cly_pc_uav,slt_pc_cav,slt_pc_uav,snd_pc_cav,snd_pc_uav,soc_th_cav,soc_th_uav,swc_pc_cyr,swc_pc_cdi,swc_pc_uyr,kar_pc_cse,kar_pc_use,ero_kh_cav,ero_kh_uav,pop_ct_csu,pop_ct_usu,ppd_pk_cav,ppd_pk_uav,urb_pc_cse,urb_pc_use,nli_ix_cav,nli_ix_uav,rdd_mk_cav,rdd_mk_uav,hft_ix_c09,hft_ix_u09,gdp_md_cav,gdp_md_usu,hdi_ix_cav
4.755,0.503,14.885,4,0.838932,3.05,10.7108,48,0,9,204,1,7,114,227,80,184,24,439,162,28,339,-84,150,-52,2,21,13,0,28,75,7,26,75,24,2,0,0,0,0,0,0,15,18,38,40,47,42,19,37,17,22,43,0,0,261,950,0.066,0.25,8.243,0.164,0,0,937,100,214,39,121,43,0.055867,13.0603,948
4.755,0.503,14.885,4,0.838932,3.05,10.7108,48,0,9,204,1,7,114,227,80,184,24,439,162,28,339,-84,150,-52,2,21,13,0,28,75,7,26,75,24,2,0,0,0,0,0,0,15,18,38,40,47,42,19,37,17,22,43,0,0,261,950,0.066,0.25,8.243,0.164,0,0,937,100,214,39,121,43,0.055867,13.0603,948
8.763,1.286,25.808,4,1.03188,10.59,17.5781,54,0,229,238,26,9,112,229,85,187,25,480,165,29,323,-83,151,-49,3,22,13,39,34,47,22,50,65,22,17,0,0,0,0,2,0,15,15,38,41,47,45,18,42,18,23,41,0,0,666,1366,0.119,16.443,5.125,10.209,0,0,1166,700,184,192,110,59,0.055867,1027.09,948
8.763,1.286,25.808,4,1.03188,10.59,17.5781,54,0,229,238,26,9,112,229,85,187,25,480,165,29,323,-83,151,-49,3,22,13,39,34,47,22,50,65,22,17,0,0,0,0,2,0,15,15,38,41,47,45,18,42,18,23,41,0,0,666,1366,0.119,16.443,5.125,10.209,0,0,1166,700,184,192,110,59,0.055867,1027.09,948
8.763,1.286,25.808,4,1.03188,10.59,17.5781,54,0,229,238,26,9,112,229,85,187,25,480,165,29,323,-83,151,-49,3,22,13,39,34,47,22,50,65,22,17,0,0,0,0,2,0,15,15,38,41,47,45,18,42,18,23,41,0,0,666,1366,0.119,16.443,5.125,10.209,0,0,1166,700,184,192,110,59,0.055867,1027.09,948
2.089,0.219,6.656,3,0.630185,3.14,5.20605,61,0,416,346,50,51,104,226,74,224,33,494,197,35,372,-79,161,-45,4,28,16,5,32,10,3,87,70,0,0,0,0,0,0,0,0,21,18,43,41,35,40,17,42,22,29,48,0,0,651,1097,0.0,0.011,0.0,0.016,0,0,0,0,106,50,96,44,0.055867,0.41018,948
2.089,0.219,6.656,3,0.630185,3.14,5.20605,61,0,416,346,50,51,104,226,74,224,33,494,197,35,372,-79,161,-45,4,28,16,5,32,10,3,87,70,0,0,0,0,0,0,0,0,21,18,43,41,35,40,17,42,22,29,48,0,0,651,1097,0.0,0.011,0.0,0.016,0,0,0,0,106,50,96,44,0.055867,0.41018,948
2.089,0.219,6.656,3,0.630185,3.14,5.20605,61,0,416,346,50,51,104,226,74,224,33,494,197,35,372,-79,161,-45,4,28,16,5,32,10,3,87,70,0,0,0,0,0,0,0,0,21,18,43,41,35,40,17,42,22,29,48,0,0,651,1097,0.0,0.011,0.0,0.016,0,0,0,0,106,50,96,44,0.055867,0.41018,948
0.259,0.043,0.677,1,0.165972,6.54,0.730887,281,0,624,866,119,371,69,199,69,629,103,629,464,79,464,-30,184,-30,18,70,18,94,94,0,0,60,60,0,0,0,0,0,0,0,0,7,7,42,42,52,52,70,70,61,72,61,0,0,2336,2336,0.003,0.003,0.106,0.106,0,0,14,0,26,26,40,40,0.055867,0.015204,948
0.259,0.043,0.677,1,0.165972,6.54,0.730887,281,0,624,866,119,371,69,199,69,629,103,629,464,79,464,-30,184,-30,18,70,18,94,94,0,0,60,60,0,0,0,0,0,0,0,0,7,7,42,42,52,52,70,70,61,72,61,0,0,2336,2336,0.003,0.003,0.106,0.106,0,0,14,0,26,26,40,40,0.055867,0.015204,948
0.259,0.043,0.677,1,0.165972,6.54,0.730887,281,0,624,866,119,371,69,199,69,629,103,629,464,79,464,-30,184,-30,18,70,18,94,94,0,0,60,60,0,0,0,0,0,0,0,0,7,7,42,42,52,52,70,70,61,72,61,0,0,2336,2336,0.003,0.003,0.106,0.106,0,0,14,0,26,26,40,40,0.055867,0.015204,948
3.318,0.538,9.05,3,0.643082,18.11,6.68045,175,0,622,492,69,111,90,213,62,367,59,852,314,55,467,-64,176,-5,8,41,29,38,63,12,2,78,60,3,0,0,0,0,0,0,0,19,9,42,43,39,48,30,81,36,50,65,0,0,1285,2234,0.281,0.284,4.873,0.835,0,0,428,100,144,94,32,33,0.055867,15.8976,948
3.318,0.538,9.05,3,0.643082,18.11,6.68045,175,0,622,492,69,111,90,213,62,367,59,852,314,55,467,-64,176,-5,8,41,29,38,63,12,2,78,60,3,0,0,0,0,0,0,0,19,9,42,43,39,48,30,81,36,50,65,0,0,1285,2234,0.281,0.284,4.873,0.835,0,0,428,100,144,94,32,33,0.055867,15.8976,948
3.318,0.538,9.05,3,0.643082,18.11,6.68045,175,0,622,492,69,111,90,213,62,367,59,852,314,55,467,-64,176,-5,8,41,29,38,63,12,2,78,60,3,0,0,0,0,0,0,0,19,9,42,43,39,48,30,81,36,50,65,0,0,1285,2234,0.281,0.284,4.873,0.835,0,0,428,100,144,94,32,33,0.055867,15.8976,948
3.717,0.58,10.389,3,0.686616,7.62,7.76903,123,0,184,288,10,52,103,225,67,268,42,753,231,41,438,-76,167,-16,5,30,25,2,57,44,5,44,64,26,2,0,0,0,0,0,0,17,11,38,42,45,47,17,71,25,35,60,0,0,234,2075,0.159,0.464,6.705,1.052,0,0,681,100,303,105,40,34,0.055867,33.8626,948
3.717,0.58,10.389,3,0.686616,7.62,7.76903,123,0,184,288,10,52,103,225,67,268,42,753,231,41,438,-76,167,-16,5,30,25,2,57,44,5,44,64,26,2,0,0,0,0,0,0,17,11,38,42,45,47,17,71,25,35,60,0,0,234,2075,0.159,0.464,6.705,1.052,0,0,681,100,303,105,40,34,0.055867,33.8626,948
3.717,0.58,10.389,3,0.686616,7.62,7.76903,123,0,184,288,10,52,103,225,67,268,42,753,231,41,438,-76,167,-16,5,30,25,2,57,44,5,44,64,26,2,0,0,0,0,0,0,17,11,38,42,45,47,17,71,25,35,60,0,0,234,2075,0.159,0.464,6.705,1.052,0,0,681,100,303,105,40,34,0.055867,33.8626,948
9.61,2.204,17.569,4,0.875695,2.79,12.6427,451,806,740,959,155,100,62,191,37,846,142,1729,498,79,530,-1,184,57,34,88,44,100,93,0,0,60,27,0,0,0,1,0,0,0,45,5,7,36,43,60,49,82,120,71,67,86,0,0,2422,4487,0.003,0.034,0.493,0.077,0,0,272,100,70,47,102,36,0.055867,2.15803,948
9.61,2.204,17.569,4,0.875695,2.79,12.6427,451,806,740,959,155,100,62,191,37,846,142,1729,498,79,530,-1,184,57,34,88,44,100,93,0,0,60,27,0,0,0,1,0,0,0,45,5,7,36,43,60,49,82,120,71,67,86,0,0,2422,4487,0.003,0.034,0.493,0.077,0,0,272,100,70,47,102,36,0.055867,2.15803,948
9.61,2.204,17.569,4,0.875695,2.79,12.6427,451,806,740,959,155,100,62,191,37,846,142,1729,498,79,530,-1,184,57,34,88,44,100,93,0,0,60,27,0,0,0,1,0,0,0,45,5,7,36,43,60,49,82,120,71,67,86,0,0,2422,4487,0.003,0.034,0.493,0.077,0,0,272,100,70,47,102,36,0.055867,2.15803,948
1.4,0.325,2.673,2,0.409759,5.25,2.29543,687,0,918,1125,159,128,53,179,37,1446,227,1916,546,83,542,46,180,64,39,79,44,100,100,0,0,0,12,0,0,0,0,0,0,20,70,7,8,44,47,49,46,119,138,82,53,89,0,0,2809,2830,0.001,0.003,0.162,0.052,0,0,0,300,113,75,77,55,0.055867,0.410966,948
1.4,0.325,2.673,2,0.409759,5.25,2.29543,687,0,918,1125,159,128,53,179,37,1446,227,1916,546,83,542,46,180,64,39,79,44,100,100,0,0,0,12,0,0,0,0,0,0,20,70,7,8,44,47,49,46,119,138,82,53,89,0,0,2809,2830,0.001,0.003,0.162,0.052,0,0,0,300,113,75,77,55,0.055867,0.410966,948
1.4,0.325,2.673,2,0.409759,5.25,2.29543,687,0,918,1125,159,128,53,179,37,1446,227,1916,546,83,542,46,180,64,39,79,44,100,100,0,0,0,12,0,0,0,0,0,0,20,70,7,8,44,47,49,46,119,138,82,53,89,0,0,2809,2830,0.001,0.003,0.162,0.052,0,0,0,300,113,75,77,55,0.055867,0.410966,948
4.367,1.003,8.287,3,0.694932,1.44,6.37986,625,0,351,939,79,28,60,183,36,1183,195,1895,536,83,538,30,183,63,39,82,45,100,91,0,0,0,31,0,0,0,1,0,0,0,70,5,8,40,45,54,46,82,136,76,62,88,0,0,1865,5352,0.0,0.008,0.081,0.053,0,0,344,100,117,64,68,36,0.055867,0.730811,948
4.367,1.003,8.287,3,0.694932,1.44,6.37986,625,0,351,939,79,28,60,183,36,1183,195,1895,536,83,538,30,183,63,39,82,45,100,91,0,0,0,31,0,0,0,1,0,0,0,70,5,8,40,45,54,46,82,136,76,62,88,0,0,1865,5352,0.0,0.008,0.081,0.053,0,0,344,100,117,64,68,36,0.055867,0.730811,948
4.367,1.003,8.287,3,0.694932,1.44,6.37986,625,0,351,939,79,28,60,183,36,1183,195,1895,536,83,538,30,183,63,39,82,45,100,91,0,0,0,31,0,0,0,1,0,0,0,70,5,8,40,45,54,46,82,136,76,62,88,0,0,1865,5352,0.0,0.008,0.081,0.053,0,0,344,100,117,64,68,36,0.055867,0.730811,948
15.098,3.918,25.578,4,0.871958,1.39,17.7842,1036,0,329,1013,154,94,51,184,32,1570,241,1888,548,85,520,50,176,66,44,94,51,90,79,0,0,0,1,0,0,0,0,0,0,0,61,9,9,47,47,44,43,93,102,84,48,90,0,1,3688,9960,0.0,0.004,0.021,0.01,0,0,0,0,142,7,22,19,0.055867,0.232371,948
15.098,3.918,25.578,4,0.871958,1.39,17.7842,1036,0,329,1013,154,94,51,184,32,1570,241,1888,548,85,520,50,176,66,44,94,51,90,79,0,0,0,1,0,0,0,0,0,0,0,61,9,9,47,47,44,43,93,102,84,48,90,0,1,3688,9960,0.0,0.004,0.021,0.01,0,0,0,0,142,7,22,19,0.055867,0.232371,948
15.098,3.918,25.578,4,0.871958,1.39,17.7842,1036,0,329,1013,154,94,51,184,32,1570,241,1888,548,85,520,50,176,66,44,94,51,90,79,0,0,0,1,0,0,0,0,0,0,0,61,9,9,47,47,44,43,93,102,84,48,90,0,1,3688,9960,0.0,0.004,0.021,0.01,0,0,0,0,142,7,22,19,0.055867,0.232371,948
15.098,3.918,25.578,4,0.871958,1.39,17.7842,1036,0,329,1013,154,94,51,184,32,1570,241,1888,548,85,520,50,176,66,44,94,51,90,79,0,0,0,1,0,0,0,0,0,0,0,61,9,9,47,47,44,43,93,102,84,48,90,0,1,3688,9960,0.0,0.004,0.021,0.01,0,0,0,0,142,7,22,19,0.055867,0.232371,948
15.098,3.918,25.578,4,0.871958,1.39,17.7842,1036,0,329,1013,154,94,51,184,32,1570,241,1888,548,85,520,50,176,66,44,94,51,90,79,0,0,0,1,0,0,0,0,0,0,0,61,9,9,47,47,44,43,93,102,84,48,90,0,1,3688,9960,0.0,0.004,0.021,0.01,0,0,0,0,142,7,22,19,0.055867,0.232371,948
15.098,3.918,25.578,4,0.871958,1.39,17.7842,1036,0,329,1013,154,94,51,184,32,1570,241,1888,548,85,520,50,176,66,44,94,51,90,79,0,0,0,1,0,0,0,0,0,0,0,61,9,9,47,47,44,43,93,102,84,48,90,0,1,3688,9960,0.0,0.004,0.021,0.01,0,0,0,0,142,7,22,19,0.055867,0.232371,948
1.472,0.329,3.258,3,0.464302,1.51,2.77351,233,0,267,731,44,112,71,210,50,430,64,878,370,65,481,-54,180,5,18,86,32,52,76,1,0,89,35,0,0,0,0,0,0,0,0,7,7,39,43,54,50,36,74,46,58,71,0,0,484,3397,0.003,0.03,0.922,0.19,0,0,467,100,0,3,52,47,0.055867,1.33825,948
1.472,0.329,3.258,3,0.464302,1.51,2.77351,233,0,267,731,44,112,71,210,50,430,64,878,370,65,481,-54,180,5,18,86,32,52,76,1,0,89,35,0,0,0,0,0,0,0,0,7,7,39,43,54,50,36,74,46,58,71,0,0,484,3397,0.003,0.03,0.922,0.19,0,0,467,100,0,3,52,47,0.055867,1.33825,948
1.472,0.329,3.258,3,0.464302,1.51,2.77351,233,0,267,731,44,112,71,210,50,430,64,878,370,65,481,-54,180,5,18,86,32,52,76,1,0,89,35,0,0,0,0,0,0,0,0,7,7,39,43,54,50,36,74,46,58,71,0,0,484,3397,0.003,0.03,0.922,0.19,0,0,467,100,0,3,52,47,0.055867,1.33825,948
0.192,0.024,0.567,1,0.170736,14.56,0.484066,112,0,1043,1273,131,473,52,193,52,809,120,809,482,77,482,-2,181,-2,36,85,36,60,60,0,0,39,39,0,0,0,0,0,0,0,0,16,16,44,44,40,40,76,76,69,64,69,0,0,1676,1676,0.001,0.001,0.023,0.023,0,0,0,0,12,11,29,29,0.055867,0.002193,948
0.192,0.024,0.567,1,0.170736,14.56,0.484066,112,0,1043,1273,131,473,52,193,52,809,120,809,482,77,482,-2,181,-2,36,85,36,60,60,0,0,39,39,0,0,0,0,0,0,0,0,16,16,44,44,40,40,76,76,69,64,69,0,0,1676,1676,0.001,0.001,0.023,0.023,0,0,0,0,12,11,29,29,0.055867,0.002193,948
0.192,0.024,0.567,1,0.170736,14.56,0.484066,112,0,1043,1273,131,473,52,193,52,809,120,809,482,77,482,-2,181,-2,36,85,36,60,60,0,0,39,39,0,0,0,0,0,0,0,0,16,16,44,44,40,40,76,76,69,64,69,0,0,1676,1676,0.001,0.001,0.023,0.023,0,0,0,0,12,11,29,29,0.055867,0.002193,948
0.048,0.005,0.149,1,0.0979786,2.05,0.401951,84,0,1231,953,107,248,70,202,70,523,80,523,431,73,431,-42,181,-42,18,65,18,88,88,1,1,34,34,0,0,0,0,0,0,0,0,18,18,42,42,39,39,50,50,55,67,55,0,0,2245,2245,0.0,0.0,0.0,0.0,0,0,0,0,80,79,32,32,0.055867,0.0,948
0.048,0.005,0.149,1,0.0979786,2.05,0.401951,84,0,1231,953,107,248,70,202,70,523,80,523,431,73,431,-42,181,-42,18,65,18,88,88,1,1,34,34,0,0,0,0,0,0,0,0,18,18,42,42,39,39,50,50,55,67,55,0,0,2245,2245,0.0,0.0,0.0,0.0,0,0,0,0,80,79,32,32,0.055867,0.0,948
0.048,0.005,0.149,1,0.0979786,2.05,0.401951,84,0,1231,953,107,248,70,202,70,523,80,523,431,73,431,-42,181,-42,18,65,18,88,88,1,1,34,34,0,0,0,0,0,0,0,0,18,18,42,42,39,39,50,50,55,67,55,0,0,2245,2245,0.0,0.0,0.0,0.0,0,0,0,0,80,79,32,32,0.055867,0.0,948
0.311,0.035,0.96,2,0.299733,3.7,0.908919,71,0,1223,812,135,168,77,205,60,442,68,676,370,64,455,-53,178,-20,17,55,28,79,61,1,1,37,37,0,0,0,0,0,0,0,0,18,17,43,44,39,40,49,66,46,58,63,0,0,1390,1799,0.0,0.003,0.0,0.028,0,0,0,0,125,53,75,39,0.055867,0.050412,948
0.311,0.035,0.96,2,0.299733,3.7,0.908919,71,0,1223,812,135,168,77,205,60,442,68,676,370,64,455,-53,178,-20,17,55,28,79,61,1,1,37,37,0,0,0,0,0,0,0,0,18,17,43,44,39,40,49,66,46,58,63,0,0,1390,1799,0.0,0.003,0.0,0.028,0,0,0,0,125,53,75,39,0.055867,0.050412,948
0.311,0.035,0.96,2,0.299733,3.7,0.908919,71,0,1223,812,135,168,77,205,60,442,68,676,370,64,455,-53,178,-20,17,55,28,79,61,1,1,37,37,0,0,0,0,0,0,0,0,18,17,43,44,39,40,49,66,46,58,63,0,0,1390,1799,0.0,0.003,0.0,0.028,0,0,0,0,125,53,75,39,0.055867,0.050412,948
9.955,2.305,17.716,4,0.805897,20.92,12.7314,323,778,759,1026,183,100,57,194,40,815,127,1567,471,76,521,-6,182,47,26,77,41,83,92,0,0,75,33,0,0,0,1,0,0,0,35,9,7,43,43,48,49,79,113,67,64,83,0,0,5954,4908,0.026,0.074,0.314,0.119,0,0,265,100,98,53,100,46,0.055867,3.82,948
9.955,2.305,17.716,4,0.805897,20.92,12.7314,323,778,759,1026,183,100,57,194,40,815,127,1567,471,76,521,-6,182,47,26,77,41,83,92,0,0,75,33,0,0,0,1,0,0,0,35,9,7,43,43,48,49,79,113,67,64,83,0,0,5954,4908,0.026,0.074,0.314,0.119,0,0,265,100,98,53,100,46,0.055867,3.82,948
9.955,2.305,17.716,4,0.805897,20.92,12.7314,323,778,759,1026,183,100,57,194,40,815,127,1567,471,76,521,-6,182,47,26,77,41,83,92,0,0,75,33,0,0,0,1,0,0,0,35,9,7,43,43,48,49,79,113,67,64,83,0,0,5954,4908,0.026,0.074,0.314,0.119,0,0,265,100,98,53,100,46,0.055867,3.82,948
10.449,2.405,18.849,4,0.893509,6.84,13.2825,218,741,730,675,130,94,75,209,42,407,60,1493,345,60,514,-57,178,42,12,67,40,32,89,16,0,86,38,19,0,0,0,0,0,0,31,22,8,42,43,36,49,28,109,42,54,82,0,0,1710,4845,0.031,0.111,1.952,0.152,0,0,873,100,172,62,111,48,0.055867,5.29027,948
10.449,2.405,18.849,4,0.893509,6.84,13.2825,218,741,730,675,130,94,75,209,42,407,60,1493,345,60,514,-57,178,42,12,67,40,32,89,16,0,86,38,19,0,0,0,0,0,0,31,22,8,42,43,36,49,28,109,42,54,82,0,0,1710,4845,0.031,0.111,1.952,0.152,0,0,873,100,172,62,111,48,0.055867,5.29027,948
10.449,2.405,18.849,4,0.893509,6.84,13.2825,218,741,730,675,130,94,75,209,42,407,60,1493,345,60,514,-57,178,42,12,67,40,32,89,16,0,86,38,19,0,0,0,0,0,0,31,22,8,42,43,36,49,28,109,42,54,82,0,0,1710,4845,0.031,0.111,1.952,0.152,0,0,873,100,172,62,111,48,0.055867,5.29027,948
10.449,2.405,18.849,4,0.893509,6.84,13.2825,218,741,730,675,130,94,75,209,42,407,60,1493,345,60,514,-57,178,42,12,67,40,32,89,16,0,86,38,19,0,0,0,0,0,0,31,22,8,42,43,36,49,28,109,42,54,82,0,0,1710,4845,0.031,0.111,1.952,0.152,0,0,873,100,172,62,111,48,0.055867,5.29027,948
10.449,2.405,18.849,4,0.893509,6.84,13.2825,218,741,730,675,130,94,75,209,42,407,60,1493,345,60,514,-57,178,42,12,67,40,32,89,16,0,86,38,19,0,0,0,0,0,0,31,22,8,42,43,36,49,28,109,42,54,82,0,0,1710,4845,0.031,0.111,1.952,0.152,0,0,873,100,172,62,111,48,0.055867,5.29027,948
10.449,2.405,18.849,4,0.893509,6.84,13.2825,218,741,730,675,130,94,75,209,42,407,60,1493,345,60,514,-57,178,42,12,67,40,32,89,16,0,86,38,19,0,0,0,0,0,0,31,22,8,42,43,36,49,28,109,42,54,82,0,0,1710,4845,0.031,0.111,1.952,0.152,0,0,873,100,172,62,111,48,0.055867,5.29027,948
6.006,1.474,10.659,3,0.569565,5.24,8.23912,711,220,581,1292,180,99,42,176,35,1677,252,1954,534,83,536,58,174,66,39,79,46,100,98,0,0,3,26,0,0,0,0,0,0,81,79,7,7,44,44,49,50,125,136,86,43,90,0,0,4303,3615,0.0,0.027,0.02,0.103,0,0,0,0,63,14,25,21,0.055867,0.208994,948
6.006,1.474,10.659,3,0.569565,5.24,8.23912,711,220,581,1292,180,99,42,176,35,1677,252,1954,534,83,536,58,174,66,39,79,46,100,98,0,0,3,26,0,0,0,0,0,0,81,79,7,7,44,44,49,50,125,136,86,43,90,0,0,4303,3615,0.0,0.027,0.02,0.103,0,0,0,0,63,14,25,21,0.055867,0.208994,948
6.006,1.474,10.659,3,0.569565,5.24,8.23912,711,220,581,1292,180,99,42,176,35,1677,252,1954,534,83,536,58,174,66,39,79,46,100,98,0,0,3,26,0,0,0,0,0,0,81,79,7,7,44,44,49,50,125,136,86,43,90,0,0,4303,3615,0.0,0.027,0.02,0.103,0,0,0,0,63,14,25,21,0.055867,0.208994,948
6.439,1.594,11.136,3,0.675531,7.02,8.46724,668,205,600,1120,155,114,50,181,36,1422,218,1909,536,83,535,47,178,64,39,81,45,100,98,0,0,0,23,0,0,0,0,0,0,43,77,7,7,46,44,47,49,117,134,82,51,89,0,0,3154,3536,0.0,0.027,0.016,0.092,0,0,0,0,123,22,37,22,0.055867,0.231557,948
6.439,1.594,11.136,3,0.675531,7.02,8.46724,668,205,600,1120,155,114,50,181,36,1422,218,1909,536,83,535,47,178,64,39,81,45,100,98,0,0,0,23,0,0,0,0,0,0,43,77,7,7,46,44,47,49,117,134,82,51,89,0,0,3154,3536,0.0,0.027,0.016,0.092,0,0,0,0,123,22,37,22,0.055867,0.231557,948
6.439,1.594,11.136,3,0.675531,7.02,8.46724,668,205,600,1120,155,114,50,181,36,1422,218,1909,536,83,535,47,178,64,39,81,45,100,98,0,0,0,23,0,0,0,0,0,0,43,77,7,7,46,44,47,49,117,134,82,51,89,0,0,3154,3536,0.0,0.027,0.016,0.092,0,0,0,0,123,22,37,22,0.055867,0.231557,948
6.439,1.594,11.136,3,0.675531,7.02,8.46724,668,205,600,1120,155,114,50,181,36,1422,218,1909,536,83,535,47,178,64,39,81,45,100,98,0,0,0,23,0,0,0,0,0,0,43,77,7,7,46,44,47,49,117,134,82,51,89,0,0,3154,3536,0.0,0.027,0.016,0.092,0,0,0,0,123,22,37,22,0.055867,0.231557,948
6.439,1.594,11.136,3,0.675531,7.02,8.46724,668,205,600,1120,155,114,50,181,36,1422,218,1909,536,83,535,47,178,64,39,81,45,100,98,0,0,0,23,0,0,0,0,0,0,43,77,7,7,46,44,47,49,117,134,82,51,89,0,0,3154,3536,0.0,0.027,0.016,0.092,0,0,0,0,123,22,37,22,0.055867,0.231557,948
6.439,1.594,11.136,3,0.675531,7.02,8.46724,668,205,600,1120,155,114,50,181,36,1422,218,1909,536,83,535,47,178,64,39,81,45,100,98,0,0,0,23,0,0,0,0,0,0,43,77,7,7,46,44,47,49,117,134,82,51,89,0,0,3154,3536,0.0,0.027,0.016,0.092,0,0,0,0,123,22,37,22,0.055867,0.231557,948
41.41,6.932,80.14,5,1.29027,6.83,48.883,446,793,449,710,60,25,70,210,47,655,103,1677,480,82,535,-28,184,51,27,93,43,72,89,3,0,1,1,11,1,0,0,0,0,0,22,6,8,40,45,54,46,74,108,63,72,85,0,18,1088,4484,0.808,7.699,15.66,5.628,0,0,1223,500,218,126,94,48,0.055867,450.864,948
41.41,6.932,80.14,5,1.29027,6.83,48.883,446,793,449,710,60,25,70,210,47,655,103,1677,480,82,535,-28,184,51,27,93,43,72,89,3,0,1,1,11,1,0,0,0,0,0,22,6,8,40,45,54,46,74,108,63,72,85,0,18,1088,4484,0.808,7.699,15.66,5.628,0,0,1223,500,218,126,94,48,0.055867,450.864,948
41.41,6.932,80.14,5,1.29027,6.83,48.883,446,793,449,710,60,25,70,210,47,655,103,1677,480,82,535,-28,184,51,27,93,43,72,89,3,0,1,1,11,1,0,0,0,0,0,22,6,8,40,45,54,46,74,108,63,72,85,0,18,1088,4484,0.808,7.699,15.66,5.628,0,0,1223,500,218,126,94,48,0.055867,450.864,948
0.255,0.063,0.511,1,0.145937,3.3,0.908788,495,0,576,817,93,113,64,203,64,828,129,828,498,82,498,-7,182,-7,26,89,26,67,67,2,2,1,1,5,5,0,0,0,0,0,0,7,7,43,43,50,50,86,86,68,69,68,0,0,1621,1621,0.206,0.206,12.596,12.594,0,0,1492,1500,271,270,70,70,0.055867,37.5827,948
0.255,0.063,0.511,1,0.145937,3.3,0.908788,495,0,576,817,93,113,64,203,64,828,129,828,498,82,498,-7,182,-7,26,89,26,67,67,2,2,1,1,5,5,0,0,0,0,0,0,7,7,43,43,50,50,86,86,68,69,68,0,0,1621,1621,0.206,0.206,12.596,12.594,0,0,1492,1500,271,270,70,70,0.055867,37.5827,948
0.255,0.063,0.511,1,0.145937,3.3,0.908788,495,0,576,817,93,113,64,203,64,828,129,828,498,82,498,-7,182,-7,26,89,26,67,67,2,2,1,1,5,5,0,0,0,0,0,0,7,7,43,43,50,50,86,86,68,69,68,0,0,1621,1621,0.206,0.206,12.596,12.594,0,0,1492,1500,271,270,70,70,0.055867,37.5827,948
3.287,0.783,6.99,2,0.615987,3.41,5.44633,250,0,347,593,34,132,77,220,46,407,61,1173,344,61,493,-58,179,26,15,77,37,20,75,17,2,8,3,12,1,0,0,0,0,0,0,22,9,44,43,35,47,28,98,42,54,77,0,0,761,2395,0.059,0.106,8.839,0.458,0,0,807,100,245,45,120,30,0.055867,10.3906,948
3.287,0.783,6.99,2,0.615987,3.41,5.44633,250,0,347,593,34,132,77,220,46,407,61,1173,344,61,493,-58,179,26,15,77,37,20,75,17,2,8,3,12,1,0,0,0,0,0,0,22,9,44,43,35,47,28,98,42,54,77,0,0,761,2395,0.059,0.106,8.839,0.458,0,0,807,100,245,45,120,30,0.055867,10.3906,948
3.287,0.783,6.99,2,0.615987,3.41,5.44633,250,0,347,593,34,132,77,220,46,407,61,1173,344,61,493,-58,179,26,15,77,37,20,75,17,2,8,3,12,1,0,0,0,0,0,0,22,9,44,43,35,47,28,98,42,54,77,0,0,761,2395,0.059,0.106,8.839,0.458,0,0,807,100,245,45,120,30,0.055867,10.3906,948
0.158,0.065,0.311,1,0.15438,1.75,0.725143,757,0,299,294,49,46,138,226,138,1360,65,1360,972,104,972,9,114,9,0,2,0,95,95,8,8,4,4,0,0,0,0,0,0,0,0,24,24,40,40,36,36,40,40,83,37,82,0,0,482,482,0.002,0.002,1.882,1.883,0,0,3434,3400,437,437,215,215,0.045808,0.0,810
0.158,0.065,0.311,1,0.15438,1.75,0.725143,757,0,299,294,49,46,138,226,138,1360,65,1360,972,104,972,9,114,9,0,2,0,95,95,8,8,4,4,0,0,0,0,0,0,0,0,24,24,40,40,36,36,40,40,83,37,82,0,0,482,482,0.002,0.002,1.882,1.883,0,0,3434,3400,437,437,215,215,0.045808,0.0,810
0.158,0.065,0.311,1,0.15438,1.75,0.725143,757,0,299,294,49,46,138,226,138,1360,65,1360,972,104,972,9,114,9,0,2,0,95,95,8,8,4,4,0,0,0,0,0,0,0,0,24,24,40,40,36,36,40,40,83,37,82,0,0,482,482,0.002,0.002,1.882,1.883,0,0,3434,3400,437,437,215,215,0.045808,0.0,810
