RA_cms_cyr,RA_cms_cmn,RA_cms_cmx,RA_SO,RA_dm,RA_lm,RA_xam2,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,tmp_dc_uyr,pre_mm_cyr,pre_mm_cdi,pre_mm_uyr,aet_mm_cyr,aet_mm_cdi,aet_mm_uyr,cmi_ix_cyr,cmi_ix_cdi,cmi_ix_uyr,snw_pc_cyr,snw_pc_cmx,snw_pc_uyr,for_pc_cse,for_pc_use,crp_pc_cse,crp_pc_use,pst_pc_cse,pst_pc_use,ire_pc_cse,ire_pc_use,gla_pc_cse,gla_pc_use,prm_pc_cse,prm_pc_use,pac_pc_cse,pac_pc_use,cly_pc_cav,cly_pc_uav,slt_pc_cav,slt_pc_uav,snd_pc_cav,snd_pc_uav,soc_th_cav,soc_th_uav,swc_pc_cyr,swc_pc_cdi,swc_pc_uyr,kar_pc_cse,kar_pc_use,ero_kh_cav,ero_kh_uav,pop_ct_csu,pop_ct_usu,ppd_pk_cav,ppd_pk_uav,urb_pc_cse,urb_pc_use,nli_ix_cav,nli_ix_uav,rdd_mk_cav,rdd_mk_uav,hft_ix_c09,hft_ix_u09,gdp_md_cav,gdp_md_usu,hdi_ix_cav
0.355,0.199,0.717,1,0.175158,4.67,0.892291,557,0,168,128,20,96,124,247,124,1119,31,1119,853,103,853,1,115,1,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,19,19,37,37,45,45,27,27,82,39,82,0,0,428,428,30.792,30.792,1529.11,1529.199,100,100,6300,6300,9656,9656,365,365,0.064307,2057.21,953
0.355,0.199,0.717,1,0.175158,4.67,0.892291,557,0,168,128,20,96,124,247,124,1119,31,1119,853,103,853,1,115,1,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,19,19,37,37,45,45,27,27,82,39,82,0,0,428,428,30.792,30.792,1529.11,1529.199,100,100,6300,6300,9656,9656,365,365,0.064307,2057.21,953
0.355,0.199,0.717,1,0.175158,4.67,0.892291,557,0,168,128,20,96,124,247,124,1119,31,1119,853,103,853,1,115,1,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,19,19,37,37,45,45,27,27,82,39,82,0,0,428,428,30.792,30.792,1529.11,1529.199,100,100,6300,6300,9656,9656,365,365,0.064307,2057.21,953
1.244,0.206,3.237,2,0.33367,7.5,2.72987,260,0,494,2007,112,273,79,155,58,877,158,818,563,77,531,-12,177,-8,33,90,41,99,96,0,0,5,8,0,0,0,0,0,0,0,9,11,12,27,27,61,61,54,46,64,75,66,0,0,1205,2141,0.006,0.006,0.147,0.049,0,0,0,0,5,10,3,3,0.055768,0.327264,951
1.244,0.206,3.237,2,0.33367,7.5,2.72987,260,0,494,2007,112,273,79,155,58,877,158,818,563,77,531,-12,177,-8,33,90,41,99,96,0,0,5,8,0,0,0,0,0,0,0,9,11,12,27,27,61,61,54,46,64,75,66,0,0,1205,2141,0.006,0.006,0.147,0.049,0,0,0,0,5,10,3,3,0.055768,0.327264,951
0.118,0.019,0.288,1,0.129239,0.93,1.36882,344,0,458,2186,118,2539,69,153,69,832,149,832,542,73,542,-11,176,-11,32,85,32,100,100,1,1,1,1,0,0,0,0,0,0,0,0,13,13,30,30,57,57,49,49,65,73,65,100,100,3376,3376,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.055768,0.0,951
0.118,0.019,0.288,1,0.129239,0.93,1.36882,344,0,458,2186,118,2539,69,153,69,832,149,832,542,73,542,-11,176,-11,32,85,32,100,100,1,1,1,1,0,0,0,0,0,0,0,0,13,13,30,30,57,57,49,49,65,73,65,100,100,3376,3376,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.055768,0.0,951
0.118,0.019,0.288,1,0.129239,0.93,1.36882,344,0,458,2186,118,2539,69,153,69,832,149,832,542,73,542,-11,176,-11,32,85,32,100,100,1,1,1,1,0,0,0,0,0,0,0,0,13,13,30,30,57,57,49,49,65,73,65,100,100,3376,3376,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.055768,0.0,951
17.517,6.923,50.657,5,1.25247,4.8,32.7156,112,48,150,1525,10,12,73,301,39,212,38,315,187,35,274,-81,93,-63,16,61,30,0,33,8,3,71,60,13,4,0,0,0,3,0,9,16,15,37,36,47,49,14,26,17,11,33,31,26,307,1643,0.572,17.1,28.397,3.471,0,0,2357,300,353,82,238,42,0.058978,994.888,891
17.517,6.923,50.657,5,1.25247,4.8,32.7156,112,48,150,1525,10,12,73,301,39,212,38,315,187,35,274,-81,93,-63,16,61,30,0,33,8,3,71,60,13,4,0,0,0,3,0,9,16,15,37,36,47,49,14,26,17,11,33,31,26,307,1643,0.572,17.1,28.397,3.471,0,0,2357,300,353,82,238,42,0.058978,994.888,891
17.517,6.923,50.657,5,1.25247,4.8,32.7156,112,48,150,1525,10,12,73,301,39,212,38,315,187,35,274,-81,93,-63,16,61,30,0,33,8,3,71,60,13,4,0,0,0,3,0,9,16,15,37,36,47,49,14,26,17,11,33,31,26,307,1643,0.572,17.1,28.397,3.471,0,0,2357,300,353,82,238,42,0.058978,994.888,891
406.642,163.223,901.22,6,3.48063,11.09,426.351,342,130,55,26,6,5,191,174,175,1258,104,1203,1065,82,986,-14,90,-15,0,2,0,69,67,6,17,0,4,1,3,0,0,0,0,27,2,18,19,30,33,52,48,44,28,75,27,72,100,45,1148,1169,3.303,2866.802,63.86,81.779,0,7,2810,1700,925,831,207,136,0.04558,148582.0,921
406.642,163.223,901.22,6,3.48063,11.09,426.351,342,130,55,26,6,5,191,174,175,1258,104,1203,1065,82,986,-14,90,-15,0,2,0,69,67,6,17,0,4,1,3,0,0,0,0,27,2,18,19,30,33,52,48,44,28,75,27,72,100,45,1148,1169,3.303,2866.802,63.86,81.779,0,7,2810,1700,925,831,207,136,0.04558,148582.0,921
406.642,163.223,901.22,6,3.48063,11.09,426.351,342,130,55,26,6,5,191,174,175,1258,104,1203,1065,82,986,-14,90,-15,0,2,0,69,67,6,17,0,4,1,3,0,0,0,0,27,2,18,19,30,33,52,48,44,28,75,27,72,100,45,1148,1169,3.303,2866.802,63.86,81.779,0,7,2810,1700,925,831,207,136,0.04558,148582.0,921
16.429,5.617,34.33,4,1.05507,10.46,22.5297,436,0,140,215,25,17,162,207,156,1259,53,1344,980,100,998,-6,113,2,0,1,0,31,87,8,22,3,9,1,1,0,0,0,0,0,1,19,20,34,35,48,45,32,29,77,44,80,0,10,596,1267,29.903,192.422,820.398,187.446,86,20,6264,3800,5276,1854,385,262,0.04558,10313.1,921
16.429,5.617,34.33,4,1.05507,10.46,22.5297,436,0,140,215,25,17,162,207,156,1259,53,1344,980,100,998,-6,113,2,0,1,0,31,87,8,22,3,9,1,1,0,0,0,0,0,1,19,20,34,35,48,45,32,29,77,44,80,0,10,596,1267,29.903,192.422,820.398,187.446,86,20,6264,3800,5276,1854,385,262,0.04558,10313.1,921
16.429,5.617,34.33,4,1.05507,10.46,22.5297,436,0,140,215,25,17,162,207,156,1259,53,1344,980,100,998,-6,113,2,0,1,0,31,87,8,22,3,9,1,1,0,0,0,0,0,1,19,20,34,35,48,45,32,29,77,44,80,0,10,596,1267,29.903,192.422,820.398,187.446,86,20,6264,3800,5276,1854,385,262,0.04558,10313.1,921
203.459,61.609,445.696,5,2.73729,6.1,226.428,496,37,48,52,9,10,193,173,178,1336,92,1243,1107,96,1015,-11,102,-12,0,0,0,10,52,27,26,4,4,23,8,0,0,0,0,0,0,19,20,34,34,48,47,32,28,75,42,74,100,60,2283,2196,0.029,776.403,1.525,51.802,0,5,318,1300,177,581,87,123,0.04558,37019.5,921
203.459,61.609,445.696,5,2.73729,6.1,226.428,496,37,48,52,9,10,193,173,178,1336,92,1243,1107,96,1015,-11,102,-12,0,0,0,10,52,27,26,4,4,23,8,0,0,0,0,0,0,19,20,34,34,48,47,32,28,75,42,74,100,60,2283,2196,0.029,776.403,1.525,51.802,0,5,318,1300,177,581,87,123,0.04558,37019.5,921
203.459,61.609,445.696,5,2.73729,6.1,226.428,496,37,48,52,9,10,193,173,178,1336,92,1243,1107,96,1015,-11,102,-12,0,0,0,10,52,27,26,4,4,23,8,0,0,0,0,0,0,19,20,34,34,48,47,32,28,75,42,74,100,60,2283,2196,0.029,776.403,1.525,51.802,0,5,318,1300,177,581,87,123,0.04558,37019.5,921
0.398,0.192,0.768,1,0.190027,5.47,0.776782,818,0,463,936,163,663,109,205,109,1527,61,1527,988,101,988,24,91,24,7,21,7,100,100,0,0,0,0,0,0,0,0,0,0,96,96,19,19,38,38,43,43,64,64,90,21,90,0,0,794,794,0.326,0.326,21.214,21.208,0,0,1711,1700,342,342,111,111,0.045808,30.754,810
0.398,0.192,0.768,1,0.190027,5.47,0.776782,818,0,463,936,163,663,109,205,109,1527,61,1527,988,101,988,24,91,24,7,21,7,100,100,0,0,0,0,0,0,0,0,0,0,96,96,19,19,38,38,43,43,64,64,90,21,90,0,0,794,794,0.326,0.326,21.214,21.208,0,0,1711,1700,342,342,111,111,0.045808,30.754,810
0.398,0.192,0.768,1,0.190027,5.47,0.776782,818,0,463,936,163,663,109,205,109,1527,61,1527,988,101,988,24,91,24,7,21,7,100,100,0,0,0,0,0,0,0,0,0,0,96,96,19,19,38,38,43,43,64,64,90,21,90,0,0,794,794,0.326,0.326,21.214,21.208,0,0,1711,1700,342,342,111,111,0.045808,30.754,810
0.421,0.113,0.953,1,0.179513,5.29,0.919282,559,0,158,124,43,40,171,204,171,1428,75,1428,1049,99,1049,4,109,4,1,5,1,100,100,0,0,0,0,0,0,0,0,0,0,10,10,19,19,32,32,48,48,40,40,80,41,80,0,0,264,264,0.001,0.001,0.033,0.033,0,0,9,0,0,0,37,37,0.043949,0.158817,803
0.421,0.113,0.953,1,0.179513,5.29,0.919282,559,0,158,124,43,40,171,204,171,1428,75,1428,1049,99,1049,4,109,4,1,5,1,100,100,0,0,0,0,0,0,0,0,0,0,10,10,19,19,32,32,48,48,40,40,80,41,80,0,0,264,264,0.001,0.001,0.033,0.033,0,0,9,0,0,0,37,37,0.043949,0.158817,803
0.421,0.113,0.953,1,0.179513,5.29,0.919282,559,0,158,124,43,40,171,204,171,1428,75,1428,1049,99,1049,4,109,4,1,5,1,100,100,0,0,0,0,0,0,0,0,0,0,10,10,19,19,32,32,48,48,40,40,80,41,80,0,0,264,264,0.001,0.001,0.033,0.033,0,0,9,0,0,0,37,37,0.043949,0.158817,803
0.102,0.036,0.351,1,0.138413,6.96,0.441092,108,0,823,3409,157,402,-16,205,-16,762,36,762,526,86,526,13,129,13,51,99,51,100,100,0,0,20,20,0,0,1,1,16,16,22,22,10,10,34,34,57,57,65,65,85,32,85,0,0,6196,6195,0.004,0.004,0.117,0.117,0,0,507,500,68,68,45,45,0.055481,0.786075,951
0.102,0.036,0.351,1,0.138413,6.96,0.441092,108,0,823,3409,157,402,-16,205,-16,762,36,762,526,86,526,13,129,13,51,99,51,100,100,0,0,20,20,0,0,1,1,16,16,22,22,10,10,34,34,57,57,65,65,85,32,85,0,0,6196,6195,0.004,0.004,0.117,0.117,0,0,507,500,68,68,45,45,0.055481,0.786075,951
0.102,0.036,0.351,1,0.138413,6.96,0.441092,108,0,823,3409,157,402,-16,205,-16,762,36,762,526,86,526,13,129,13,51,99,51,100,100,0,0,20,20,0,0,1,1,16,16,22,22,10,10,34,34,57,57,65,65,85,32,85,0,0,6196,6195,0.004,0.004,0.117,0.117,0,0,507,500,68,68,45,45,0.055481,0.786075,951
0.242,0.063,0.744,1,0.196017,11.24,0.691815,220,0,541,1815,143,424,74,246,74,618,43,618,515,82,515,-41,154,-41,19,74,19,60,60,12,12,8,8,1,1,0,0,0,0,50,50,22,22,43,43,36,36,27,27,54,52,54,0,0,1911,1910,26.326,26.326,754.728,755.148,33,33,4370,4400,3924,3926,241,241,0.042655,1208.71,925
0.242,0.063,0.744,1,0.196017,11.24,0.691815,220,0,541,1815,143,424,74,246,74,618,43,618,515,82,515,-41,154,-41,19,74,19,60,60,12,12,8,8,1,1,0,0,0,0,50,50,22,22,43,43,36,36,27,27,54,52,54,0,0,1911,1910,26.326,26.326,754.728,755.148,33,33,4370,4400,3924,3926,241,241,0.042655,1208.71,925
0.242,0.063,0.744,1,0.196017,11.24,0.691815,220,0,541,1815,143,424,74,246,74,618,43,618,515,82,515,-41,154,-41,19,74,19,60,60,12,12,8,8,1,1,0,0,0,0,50,50,22,22,43,43,36,36,27,27,54,52,54,0,0,1911,1910,26.326,26.326,754.728,755.148,33,33,4370,4400,3924,3926,241,241,0.042655,1208.71,925
0.02,0.006,0.049,1,0.0680952,2.13,0.134272,34,0,676,2852,109,67,38,193,38,667,66,667,562,62,562,-30,123,-30,31,87,31,90,90,1,1,14,14,0,0,0,0,0,0,100,100,10,10,35,35,55,55,73,73,64,33,64,0,0,1064,1064,0.0,0.0,0.0,0.0,0,0,53,100,2,2,23,23,0.043737,0.0,889
0.02,0.006,0.049,1,0.0680952,2.13,0.134272,34,0,676,2852,109,67,38,193,38,667,66,667,562,62,562,-30,123,-30,31,87,31,90,90,1,1,14,14,0,0,0,0,0,0,100,100,10,10,35,35,55,55,73,73,64,33,64,0,0,1064,1064,0.0,0.0,0.0,0.0,0,0,53,100,2,2,23,23,0.043737,0.0,889
0.02,0.006,0.049,1,0.0680952,2.13,0.134272,34,0,676,2852,109,67,38,193,38,667,66,667,562,62,562,-30,123,-30,31,87,31,90,90,1,1,14,14,0,0,0,0,0,0,100,100,10,10,35,35,55,55,73,73,64,33,64,0,0,1064,1064,0.0,0.0,0.0,0.0,0,0,53,100,2,2,23,23,0.043737,0.0,889
3512.29,876.474,9102.739,7,7.80822,6.12,3398.66,23,627,385,146,28,3,118,229,38,189,24,624,166,29,441,-83,148,-19,1,10,38,30,67,43,7,12,9,6,2,0,1,0,3,3,12,12,12,31,39,57,48,13,62,18,23,64,0,18,487,1903,0.059,1876.08,3.373,7.938,0,0,3297,300,308,91,151,35,0.055867,94978.4,948
3512.29,876.474,9102.739,7,7.80822,6.12,3398.66,23,627,385,146,28,3,118,229,38,189,24,624,166,29,441,-83,148,-19,1,10,38,30,67,43,7,12,9,6,2,0,1,0,3,3,12,12,12,31,39,57,48,13,62,18,23,64,0,18,487,1903,0.059,1876.08,3.373,7.938,0,0,3297,300,308,91,151,35,0.055867,94978.4,948
3512.29,876.474,9102.739,7,7.80822,6.12,3398.66,23,627,385,146,28,3,118,229,38,189,24,624,166,29,441,-83,148,-19,1,10,38,30,67,43,7,12,9,6,2,0,1,0,3,3,12,12,12,31,39,57,48,13,62,18,23,64,0,18,487,1903,0.059,1876.08,3.373,7.938,0,0,3297,300,308,91,151,35,0.055867,94978.4,948
1.125,0.457,2.218,2,0.343469,6.05,1.82975,752,0,251,278,49,33,138,226,138,1359,64,1358,974,104,972,8,114,9,0,2,0,100,61,8,8,2,2,0,0,0,0,0,0,0,0,24,24,40,40,37,37,40,34,82,38,83,72,29,521,1509,1.543,14.379,106.758,304.801,8,39,2776,4800,477,1047,221,286,0.045808,642.352,810
1.125,0.457,2.218,2,0.343469,6.05,1.82975,752,0,251,278,49,33,138,226,138,1359,64,1358,974,104,972,8,114,9,0,2,0,100,61,8,8,2,2,0,0,0,0,0,0,0,0,24,24,40,40,37,37,40,34,82,38,83,72,29,521,1509,1.543,14.379,106.758,304.801,8,39,2776,4800,477,1047,221,286,0.045808,642.352,810
1.125,0.457,2.218,2,0.343469,6.05,1.82975,752,0,251,278,49,33,138,226,138,1359,64,1358,974,104,972,8,114,9,0,2,0,100,61,8,8,2,2,0,0,0,0,0,0,0,0,24,24,40,40,37,37,40,34,82,38,83,72,29,521,1509,1.543,14.379,106.758,304.801,8,39,2776,4800,477,1047,221,286,0.045808,642.352,810
0.117,0.054,0.249,1,0.127298,4.86,0.376132,173,0,326,379,30,60,121,291,121,866,117,866,735,100,735,-25,63,-25,2,12,2,0,0,33,33,14,14,2,2,0,0,0,0,79,79,25,25,49,49,25,25,25,25,65,14,65,100,100,2184,2184,0.028,0.028,1.287,1.286,0,0,690,700,343,343,63,63,0.051129,1.29663,934
0.117,0.054,0.249,1,0.127298,4.86,0.376132,173,0,326,379,30,60,121,291,121,866,117,866,735,100,735,-25,63,-25,2,12,2,0,0,33,33,14,14,2,2,0,0,0,0,79,79,25,25,49,49,25,25,25,25,65,14,65,100,100,2184,2184,0.028,0.028,1.287,1.286,0,0,690,700,343,343,63,63,0.051129,1.29663,934
0.117,0.054,0.249,1,0.127298,4.86,0.376132,173,0,326,379,30,60,121,291,121,866,117,866,735,100,735,-25,63,-25,2,12,2,0,0,33,33,14,14,2,2,0,0,0,0,79,79,25,25,49,49,25,25,25,25,65,14,65,100,100,2184,2184,0.028,0.028,1.287,1.286,0,0,690,700,343,343,63,63,0.051129,1.29663,934
15.751,0.77,85.626,5,1.56466,1.47,51.5061,131,495,452,915,47,14,83,184,62,252,22,346,218,33,299,-78,133,-66,2,12,17,37,25,10,3,49,67,27,3,0,0,0,0,0,2,16,19,37,39,47,42,26,28,22,24,33,0,3,800,610,1.533,10.577,523.931,1.356,21,0,4621,0,2054,44,298,32,0.047639,616.266,928
15.751,0.77,85.626,5,1.56466,1.47,51.5061,131,495,452,915,47,14,83,184,62,252,22,346,218,33,299,-78,133,-66,2,12,17,37,25,10,3,49,67,27,3,0,0,0,0,0,2,16,19,37,39,47,42,26,28,22,24,33,0,3,800,610,1.533,10.577,523.931,1.356,21,0,4621,0,2054,44,298,32,0.047639,616.266,928
15.751,0.77,85.626,5,1.56466,1.47,51.5061,131,495,452,915,47,14,83,184,62,252,22,346,218,33,299,-78,133,-66,2,12,17,37,25,10,3,49,67,27,3,0,0,0,0,0,2,16,19,37,39,47,42,26,28,22,24,33,0,3,800,610,1.533,10.577,523.931,1.356,21,0,4621,0,2054,44,298,32,0.047639,616.266,928
2.656,0.096,4.495,3,0.508092,17.94,4.59521,432,0,2,4,0,1,237,92,236,1313,195,1436,1100,74,1162,-12,100,-4,0,0,0,0,0,0,16,0,2,0,15,0,0,0,0,100,76,18,24,29,27,54,49,333,364,74,49,78,100,100,463,2489,0.0,8.891,0.0,16.996,0,1,27,1300,0,342,6,59,0.050123,331.211,892
2.656,0.096,4.495,3,0.508092,17.94,4.59521,432,0,2,4,0,1,237,92,236,1313,195,1436,1100,74,1162,-12,100,-4,0,0,0,0,0,0,16,0,2,0,15,0,0,0,0,100,76,18,24,29,27,54,49,333,364,74,49,78,100,100,463,2489,0.0,8.891,0.0,16.996,0,1,27,1300,0,342,6,59,0.050123,331.211,892
2.656,0.096,4.495,3,0.508092,17.94,4.59521,432,0,2,4,0,1,237,92,236,1313,195,1436,1100,74,1162,-12,100,-4,0,0,0,0,0,0,16,0,2,0,15,0,0,0,0,100,76,18,24,29,27,54,49,333,364,74,49,78,100,100,463,2489,0.0,8.891,0.0,16.996,0,1,27,1300,0,342,6,59,0.050123,331.211,892
0.136,0.063,0.344,1,0.138754,2.67,0.642322,301,0,63,276,14,4,77,307,77,801,74,801,677,104,677,-16,114,-16,18,79,18,0,0,45,45,3,3,1,1,0,0,0,0,2,2,18,18,46,46,36,36,23,23,76,30,76,100,100,5053,5053,0.448,0.448,31.533,31.535,0,0,4615,4600,3082,3081,278,278,0.050142,10.6907,945
0.136,0.063,0.344,1,0.138754,2.67,0.642322,301,0,63,276,14,4,77,307,77,801,74,801,677,104,677,-16,114,-16,18,79,18,0,0,45,45,3,3,1,1,0,0,0,0,2,2,18,18,46,46,36,36,23,23,76,30,76,100,100,5053,5053,0.448,0.448,31.533,31.535,0,0,4615,4600,3082,3081,278,278,0.050142,10.6907,945
48.614,21.453,101.427,4,1.57104,6.44,59.9266,406,245,30,12,8,3,143,228,135,1104,41,1086,896,97,881,-9,107,-9,2,8,2,95,94,15,18,0,3,1,1,0,0,0,0,0,0,17,19,35,36,48,45,26,31,78,40,79,0,14,1115,856,0.295,117.476,10.835,33.766,0,1,621,1300,165,329,69,101,0.058068,7655.27,950
48.614,21.453,101.427,4,1.57104,6.44,59.9266,406,245,30,12,8,3,143,228,135,1104,41,1086,896,97,881,-9,107,-9,2,8,2,95,94,15,18,0,3,1,1,0,0,0,0,0,0,17,19,35,36,48,45,26,31,78,40,79,0,14,1115,856,0.295,117.476,10.835,33.766,0,1,621,1300,165,329,69,101,0.058068,7655.27,950
48.614,21.453,101.427,4,1.57104,6.44,59.9266,406,245,30,12,8,3,143,228,135,1104,41,1086,896,97,881,-9,107,-9,2,8,2,95,94,15,18,0,3,1,1,0,0,0,0,0,0,17,19,35,36,48,45,26,31,78,40,79,0,14,1115,856,0.295,117.476,10.835,33.766,0,1,621,1300,165,329,69,101,0.058068,7655.27,950
3.197,0.892,8.585,2,0.705442,0.64,6.48125,187,0,49,743,46,16,87,203,79,526,50,597,450,75,502,-46,172,-37,8,49,11,0,13,81,83,1,3,1,0,0,0,0,0,0,0,17,22,44,48,38,30,38,20,52,57,59,0,0,1,2927,1.918,50.231,2168.388,130.824,100,7,6233,2400,2161,585,438,199,0.055867,2433.12,948
3.197,0.892,8.585,2,0.705442,0.64,6.48125,187,0,49,743,46,16,87,203,79,526,50,597,450,75,502,-46,172,-37,8,49,11,0,13,81,83,1,3,1,0,0,0,0,0,0,0,17,22,44,48,38,30,38,20,52,57,59,0,0,1,2927,1.918,50.231,2168.388,130.824,100,7,6233,2400,2161,585,438,199,0.055867,2433.12,948
3.197,0.892,8.585,2,0.705442,0.64,6.48125,187,0,49,743,46,16,87,203,79,526,50,597,450,75,502,-46,172,-37,8,49,11,0,13,81,83,1,3,1,0,0,0,0,0,0,0,17,22,44,48,38,30,38,20,52,57,59,0,0,1,2927,1.918,50.231,2168.388,130.824,100,7,6233,2400,2161,585,438,199,0.055867,2433.12,948
3512.29,876.474,9102.739,7,7.80822,6.12,3398.66,23,627,385,146,28,3,118,229,38,189,24,624,166,29,441,-83,148,-19,1,10,38,30,67,43,7,12,9,6,2,0,1,0,3,3,12,12,12,31,39,57,48,13,62,18,23,64,0,18,487,1903,0.059,1876.08,3.373,7.938,0,0,3297,300,308,91,151,35,0.055867,94978.4,948
3512.29,876.474,9102.739,7,7.80822,6.12,3398.66,23,627,385,146,28,3,118,229,38,189,24,624,166,29,441,-83,148,-19,1,10,38,30,67,43,7,12,9,6,2,0,1,0,3,3,12,12,12,31,39,57,48,13,62,18,23,64,0,18,487,1903,0.059,1876.08,3.373,7.938,0,0,3297,300,308,91,151,35,0.055867,94978.4,948
3512.29,876.474,9102.739,7,7.80822,6.12,3398.66,23,627,385,146,28,3,118,229,38,189,24,624,166,29,441,-83,148,-19,1,10,38,30,67,43,7,12,9,6,2,0,1,0,3,3,12,12,12,31,39,57,48,13,62,18,23,64,0,18,487,1903,0.059,1876.08,3.373,7.938,0,0,3297,300,308,91,151,35,0.055867,94978.4,948
0.01,0.0,0.272,3,0.169118,9.66,0.311801,14,0,383,1221,16,34,101,262,93,428,70,399,366,59,343,-65,76,-67,6,26,7,0,0,15,50,60,37,6,5,0,0,0,0,64,2,18,21,34,38,47,41,15,19,29,8,28,0,0,895,558,0.005,1.104,0.121,0.392,0,0,68,0,137,68,30,28,0.055481,52.2801,951
0.01,0.0,0.272,3,0.169118,9.66,0.311801,14,0,383,1221,16,34,101,262,93,428,70,399,366,59,343,-65,76,-67,6,26,7,0,0,15,50,60,37,6,5,0,0,0,0,64,2,18,21,34,38,47,41,15,19,29,8,28,0,0,895,558,0.005,1.104,0.121,0.392,0,0,68,0,137,68,30,28,0.055481,52.2801,951
0.01,0.0,0.272,3,0.169118,9.66,0.311801,14,0,383,1221,16,34,101,262,93,428,70,399,366,59,343,-65,76,-67,6,26,7,0,0,15,50,60,37,6,5,0,0,0,0,64,2,18,21,34,38,47,41,15,19,29,8,28,0,0,895,558,0.005,1.104,0.121,0.392,0,0,68,0,137,68,30,28,0.055481,52.2801,951
0.241,0.088,0.391,2,0.198648,5.94,0.395623,132,0,101,274,14,35,178,233,178,837,86,834,708,71,705,-43,74,-43,0,0,0,0,0,39,37,53,55,1,1,0,0,0,0,0,0,20,20,37,37,43,43,9,9,51,24,51,0,0,1485,1830,0.033,0.499,2.443,8.242,0,0,2464,1500,313,242,64,99,0.049515,27.2641,908
0.241,0.088,0.391,2,0.198648,5.94,0.395623,132,0,101,274,14,35,178,233,178,837,86,834,708,71,705,-43,74,-43,0,0,0,0,0,39,37,53,55,1,1,0,0,0,0,0,0,20,20,37,37,43,43,9,9,51,24,51,0,0,1485,1830,0.033,0.499,2.443,8.242,0,0,2464,1500,313,242,64,99,0.049515,27.2641,908
0.241,0.088,0.391,2,0.198648,5.94,0.395623,132,0,101,274,14,35,178,233,178,837,86,834,708,71,705,-43,74,-43,0,0,0,0,0,39,37,53,55,1,1,0,0,0,0,0,0,20,20,37,37,43,43,9,9,51,24,51,0,0,1485,1830,0.033,0.499,2.443,8.242,0,0,2464,1500,313,242,64,99,0.049515,27.2641,908
0.244,0.042,0.867,2,0.263146,2.73,0.857875,26,0,627,789,91,40,188,210,156,450,50,571,381,38,483,-72,103,-61,0,0,0,22,80,3,2,52,32,0,0,0,0,0,0,0,4,20,22,33,33,46,45,11,22,27,31,37,0,0,5471,6518,0.002,0.042,0.161,0.154,0,0,445,200,29,89,67,43,0.045307,2.16318,932
0.244,0.042,0.867,2,0.263146,2.73,0.857875,26,0,627,789,91,40,188,210,156,450,50,571,381,38,483,-72,103,-61,0,0,0,22,80,3,2,52,32,0,0,0,0,0,0,0,4,20,22,33,33,46,45,11,22,27,31,37,0,0,5471,6518,0.002,0.042,0.161,0.154,0,0,445,200,29,89,67,43,0.045307,2.16318,932
0.244,0.042,0.867,2,0.263146,2.73,0.857875,26,0,627,789,91,40,188,210,156,450,50,571,381,38,483,-72,103,-61,0,0,0,22,80,3,2,52,32,0,0,0,0,0,0,0,4,20,22,33,33,46,45,11,22,27,31,37,0,0,5471,6518,0.002,0.042,0.161,0.154,0,0,445,200,29,89,67,43,0.045307,2.16318,932
2.583,1.919,3.814,3,0.469602,1.21,3.21736,385,0,20,10,4,8,180,190,180,1271,101,1278,1067,83,1070,-4,94,-4,1,5,1,100,100,1,0,0,0,0,0,0,0,0,0,0,0,19,17,35,33,46,50,43,47,83,28,83,100,100,67,77,0.008,0.352,2.632,1.685,0,0,547,200,228,95,93,46,0.042583,18.2082,865
2.583,1.919,3.814,3,0.469602,1.21,3.21736,385,0,20,10,4,8,180,190,180,1271,101,1278,1067,83,1070,-4,94,-4,1,5,1,100,100,1,0,0,0,0,0,0,0,0,0,0,0,19,17,35,33,46,50,43,47,83,28,83,100,100,67,77,0.008,0.352,2.632,1.685,0,0,547,200,228,95,93,46,0.042583,18.2082,865
2.583,1.919,3.814,3,0.469602,1.21,3.21736,385,0,20,10,4,8,180,190,180,1271,101,1278,1067,83,1070,-4,94,-4,1,5,1,100,100,1,0,0,0,0,0,0,0,0,0,0,0,19,17,35,33,46,50,43,47,83,28,83,100,100,67,77,0.008,0.352,2.632,1.685,0,0,547,200,228,95,93,46,0.042583,18.2082,865
