File_Name,File_Description,Standard,Date_Start,Date_End,Missing_Value_Codes,File_Path
SuperLearners.pkl,Machine learning (ML) model archive file in pickle (serialized) format from the 4th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_4
test.csv,Copy of the testing data set (randomly split from original input data) from the 4th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_4
train.csv,Copy of the training data set (randomly split from original input data) from the 4th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_4
train.std.err,Standard error log file from the training stage of the machine learning (ML) workflow from the 4th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_4
train.std.out,Standard output log file from the training stage of the machine learning (ML) workflow from the 4th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_4
classical-metrics.json,Model score calculated with the TRAINING data (not the holdout or testing data) from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
fpi.std.err,Standard error log file for feature permutation index (FPI) stage of workflow from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
fpi.std.out,Standard output log file for the feature permutation index (FPI) stage of workflow from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
hold-out-metrics.json,Model score calculated with the TEST data (the holdout data) from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
hold-out-metrics-high-low-split.json,Model score calculated with the TEST data but separated the score calculation with high and low respiration rates. from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
model_fpi_results_df,Pandas DataFrame written directly to default Pandas comma-separated values (CSV) format for full access to feature permutation index (FPI) results from each separate submodel of this machine learning (ML) model from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
original_input_data.csv,Copy of the training data supplied at the beginning of the machine learning (ML) workflow for traceability purposes from the 5th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_5
pca.std.err,Standard error log file for the principle component analysis (PCA) (error) stage of the machine learning (ML) workflow from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
pca.std.out,Standard output log file for the principle component analysis (PCA) (error) stage of the machine learning (ML) workflow from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
predict.std.err,Standard error log file for the predict stage of the machine learning (ML) workflow from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
predict.std.out,Standard output log file for the predict stage of the machine learning (ML) workflow from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
requirements.txt.gz,Conda text (.txt) file for reconstructing the Conda environment used for this machine learning (ML) model from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
requirements.yaml.gz,Conda .yaml file for reconstructing the Conda environment used for this machine learning (ML) model from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
sl_error.png,Automatically generated draft figure detailing how the error estimates are generated for this machine learning (ML) model from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
sl_fpi_correlation_graph.png,Automatically generated network diagram showing clusters of correlated input features for this machine learning (ML) model from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
sl_fpi_correlation_heatmap.png,Automatically generated draft figure displaying cross correlations between all the input features of this machine learning (ML) model from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
sl_fpi_correlation_hist.png,Automatically generated draft figure displaying the histogram of correlations between all the input features of this machine learning (ML) model from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
sl_fpi_results_df,Pandas DataFrame written directly to default Pandas comma-separated values (CSV) format for full access to feature permutation index (FPI) results from the stacked ensemble of submodels in this machine learning (ML) model from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
sl_pca.csv,Main summary output file from the principle component analysis (PCA) stage of the machine learning (ML) workflow from the 5th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_5
sl_pca_scatter.png,Automatically generated figure showing the scatter of points in principal coordinate space from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
sl_pca_variance.png,Automatically generated figure showing the percent of variance contained in each component of the principle component analysis (PCA) decomposition from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
sl_predictions.csv,Main summary output file from the prediction stage of the machine learning (ML) workflow. This is a key file because the principle component analysis (PCA) stage (which follows predict) filters out some points. If you want predictions at every point this is the file to use from the 5th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_5
sl_scatter.png,Automatically generated plot of the observed respiration rates versus predicted respiration rates from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
sl_scatter_test.csv,Raw data from the testing set used in making sl_scatter.png from the 5th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_5
sl_scatter_train.csv,Raw data from the training set used in making sl_scatter.png from the 5th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_5
sl_targets_hist.png,Automatically generated histogram of the observed respiration rates to get a rough idea for the data from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
superlearner_conf_TTR_mms_log10_neg.py,Main machine learning (ML) model configuration file from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
SuperLearners.pkl,Machine learning (ML) model archive file in pickle (serialized) format from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
test.csv,Copy of the testing data set (randomly split from original input data) from the 5th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_5
train.csv,Copy of the training data set (randomly split from original input data) from the 5th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_5
train.std.err,Standard error log file from the training stage of the machine learning (ML) workflow from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
train.std.out,Standard output log file from the training stage of the machine learning (ML) workflow from the 5th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_5
classical-metrics.json,Model score calculated with the TRAINING data (not the holdout or testing data) from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
fpi.std.err,Standard error log file for feature permutation index (FPI) stage of workflow from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
fpi.std.out,Standard output log file for the feature permutation index (FPI) stage of workflow from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
hold-out-metrics.json,Model score calculated with the TEST data (the holdout data) from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
hold-out-metrics-high-low-split.json,Model score calculated with the TEST data but separated the score calculation with high and low respiration rates. from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
model_fpi_results_df,Pandas DataFrame written directly to default Pandas comma-separated values (CSV) format for full access to feature permutation index (FPI) results from each separate submodel of this machine learning (ML) model from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
original_input_data.csv,Copy of the training data supplied at the beginning of the machine learning (ML) workflow for traceability purposes from the 6th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_6
pca.std.err,Standard error log file for the principle component analysis (PCA) (error) stage of the machine learning (ML) workflow from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
pca.std.out,Standard output log file for the principle component analysis (PCA) (error) stage of the machine learning (ML) workflow from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
predict.std.err,Standard error log file for the predict stage of the machine learning (ML) workflow from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
predict.std.out,Standard output log file for the predict stage of the machine learning (ML) workflow from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
requirements.txt.gz,Conda text (.txt) file for reconstructing the Conda environment used for this machine learning (ML) model from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
requirements.yaml.gz,Conda .yaml file for reconstructing the Conda environment used for this machine learning (ML) model from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
sl_error.png,Automatically generated draft figure detailing how the error estimates are generated for this machine learning (ML) model from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
sl_fpi_correlation_graph.png,Automatically generated network diagram showing clusters of correlated input features for this machine learning (ML) model from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
sl_fpi_correlation_heatmap.png,Automatically generated draft figure displaying cross correlations between all the input features of this machine learning (ML) model from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
sl_fpi_correlation_hist.png,Automatically generated draft figure displaying the histogram of correlations between all the input features of this machine learning (ML) model from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
sl_fpi_results_df,Pandas DataFrame written directly to default Pandas comma-separated values (CSV) format for full access to feature permutation index (FPI) results from the stacked ensemble of submodels in this machine learning (ML) model from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
sl_pca.csv,Main summary output file from the principle component analysis (PCA) stage of the machine learning (ML) workflow from the 6th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_6
sl_pca_scatter.png,Automatically generated figure showing the scatter of points in principal coordinate space from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
sl_pca_variance.png,Automatically generated figure showing the percent of variance contained in each component of the principle component analysis (PCA) decomposition from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
sl_predictions.csv,Main summary output file from the prediction stage of the machine learning (ML) workflow. This is a key file because the principle component analysis (PCA) stage (which follows predict) filters out some points. If you want predictions at every point this is the file to use from the 6th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_6
sl_scatter.png,Automatically generated plot of the observed respiration rates versus predicted respiration rates from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
sl_scatter_test.csv,Raw data from the testing set used in making sl_scatter.png from the 6th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_6
sl_scatter_train.csv,Raw data from the training set used in making sl_scatter.png from the 6th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_6
sl_targets_hist.png,Automatically generated histogram of the observed respiration rates to get a rough idea for the data from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
superlearner_conf_TTR_mms_log10_neg.py,Main machine learning (ML) model configuration file from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
SuperLearners.pkl,Machine learning (ML) model archive file in pickle (serialized) format from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
test.csv,Copy of the testing data set (randomly split from original input data) from the 6th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_6
train.csv,Copy of the training data set (randomly split from original input data) from the 6th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_6
train.std.err,Standard error log file from the training stage of the machine learning (ML) workflow from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
train.std.out,Standard output log file from the training stage of the machine learning (ML) workflow from the 6th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_6
classical-metrics.json,Model score calculated with the TRAINING data (not the holdout or testing data) from the 7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
fpi.std.err,Standard error log file for feature permutation index (FPI) stage of workflow from the 7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
fpi.std.out,Standard output log file for the feature permutation index (FPI) stage of workflow from the 7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
hold-out-metrics.json,Model score calculated with the TEST data (the holdout data) from the 7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
hold-out-metrics-high-low-split.json,Model score calculated with the TEST data but separated the score calculation with high and low respiration rates. from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
model_fpi_results_df,Pandas DataFrame written directly to default Pandas comma-separated values (CSV) format for full access to feature permutation index (FPI) results from each separate submodel of this machine learning (ML) model from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
original_input_data.csv,Copy of the training data supplied at the beginning of the machine learning (ML) workflow for traceability purposes from the7th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_7
pca.std.err,Standard error log file for the principle component analysis (PCA) (error) stage of the machine learning (ML) workflow from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
pca.std.out,Standard output log file for the principle component analysis (PCA) (error) stage of the machine learning (ML) workflow from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
predict.std.err,Standard error log file for the predict stage of the machine learning (ML) workflow from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
predict.std.out,Standard output log file for the predict stage of the machine learning (ML) workflow from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
requirements.txt.gz,Conda text (.txt) file for reconstructing the Conda environment used for this machine learning (ML) model from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
requirements.yaml.gz,Conda .yaml file for reconstructing the Conda environment used for this machine learning (ML) model from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
sl_error.png,Automatically generated draft figure detailing how the error estimates are generated for this machine learning (ML) model from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
sl_fpi_correlation_graph.png,Automatically generated network diagram showing clusters of correlated input features for this machine learning (ML) model from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
sl_fpi_correlation_heatmap.png,Automatically generated draft figure displaying cross correlations between all the input features of this machine learning (ML) model from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
sl_fpi_correlation_hist.png,Automatically generated draft figure displaying the histogram of correlations between all the input features of this machine learning (ML) model from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
sl_fpi_results_df,Pandas DataFrame written directly to default Pandas comma-separated values (CSV) format for full access to feature permutation index (FPI) results from the stacked ensemble of submodels in this machine learning (ML) model from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
sl_pca.csv,Main summary output file from the principle component analysis (PCA) stage of the machine learning (ML) workflow from the7th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_7
sl_pca_scatter.png,Automatically generated figure showing the scatter of points in principal coordinate space from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
sl_pca_variance.png,Automatically generated figure showing the percent of variance contained in each component of the principle component analysis (PCA) decomposition from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
sl_predictions.csv,Main summary output file from the prediction stage of the machine learning (ML) workflow. This is a key file because the principle component analysis (PCA) stage (which follows predict) filters out some points. If you want predictions at every point this is the file to use from the 7th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_7
sl_scatter.png,Automatically generated plot of the observed respiration rates versus predicted respiration rates from the7th SuperLearner (SL) ensemble member.,N/A,-9999,-9999,N/A,/sl_archive_whondrs/ml_models/sl_7
sl_scatter_test.csv,Raw data from the testing set used in making sl_scatter.png from the7th SuperLearner (SL) ensemble member.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/sl_archive_whondrs/ml_models/sl_7
